year,agency_number,agency_name,adjust_eligible,lastyear_rate,lastyear_levy,total_ptab_refunds,total_coe_refunds,aggregate_refunds,levy_adjustment,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,recap_levyshare
2021,050900000,RIVER TRAILS PARK DISTRICT,Eligible,0.637,3703329,-132250,-132,-132382,132382,0,2020,2553755,536649175,0.476,581370345,26081,536675256,536675256,1,4130830,4100929,0.765,2158613,3864792,0.721,AGENCY,NA,1314854.38,3869428.6,1,0.034
2021,050910000,RIVERDALE PARK DISTRICT,Eligible,0.73,809130,-8143,0,-8143,8143,0,2020,596236,99524488,0.6,110839757,4185545,103710033,103710033,1,1007120,976168,0.942,621530,863259,0.833,CLERK,0.846262,241748.09,863904.57,1,0.009
2021,050920000,ROBBINS PARK DISTRICT,Eligible,0.555,278454,-5164,-124,-5289,5289,0,2020,94320,45827254,0.206,50171923,0,45827254,45827254,1,367663,367663,0.803,94265,287566,0.628,CLERK,0.540682,193299.36,287795.16,1,0.018
2021,050930000,ROLLING MEADOWS PARK DISTRICT,Eligible,0.619,4737124,-70981,-60,-71041,71041,0,2020,3194794,700951317,0.456,765286584,6291549,707242866,707242866,1,5102751,5072355,0.717,1089472,4874327,0.689,AGENCY,NA,1652826.58,4872903.35,1,0.015
2021,050940000,ROSEMONT PARK DISTRICT,Eligible,0.381,2587506,-43986,0,-43986,43986,0,2020,2322793,627758050,0.37,679135342,0,627758050,627758050,1,2733019,2733019,0.436,2214146,2657688,0.424,AGENCY,NA,340244.86,2661694.13,1,0.017
2021,050950000,SALT CREEK RURAL PARK DISTRICT,Eligible,0.987,2022443,-32890,0,-32890,32890,0,2020,1235025,189111587,0.654,204908089,2135,189113722,189113722,1,2133967,2133967,1.129,1235037,2084802,1.103,AGENCY,NA,849687.95,2085924.35,1,0.016
2021,050960000,SCHAUMBURG PARK DISTRICT,Eligible,0.605,24420294,-380431,-2377,-382808,382808,0,2020,11255535,NA,0.301,NA,7729716,NA,NA,1,25136672,25136672,0.671,NA,25136672,0.671,NA,NA,13870892.47,25141460.96,NA,0.015
2021,050970000,SKOKIE PARK DISTRICT,Eligible,0.406,11359281,-165206,-1025,-166231,166231,0,2020,7798974,NA,0.302,NA,836142,NA,NA,1,11910268,11910268,0.461,7807127,11655585,0.451,CLERK,0.9679479999999999,3847892.82,11678328.81,NA,0.014
2021,050970001,SKOKIE PARK DISTRICT BOND,Eligible,0,0,0,0,0,0,0,NA,0,NA,0,23755991,0,20806928,20806928,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,050980000,SOUTH BARRINGTON PARK DISTRICT,Eligible,0.23,1082668,-12596,-1902,-14498,14498,0,2020,993292,434802234,0.229,470725032,1835439,436637673,436637673,1,1180668,1180668,0.271,997716,1115214,0.256,CLERK,0.938524,117455.53,1117792.44,1,0.013
2021,051000000,STREAMWOOD PARK DISTRICT,Eligible,0.683,5515410,-34655,-82,-34737,34737,0,2020,3555370,739701574,0.481,807527030,76953,739778527,739778527,1,5837706,5800916,0.785,3552413,5592433,0.756,AGENCY,NA,2040309.18,5592725.66,1,0.006
2021,051010000,SUMMIT PARK DISTRICT,Eligible,0.49,852744,-10693,-9404,-20097,20097,0,2020,540514,162599716,0.333,174029371,2835,162602551,162602551,1,911282,911282,0.561,541299,888141,0.547,CLERK,0.959654,346831.24,889435.95,1,0.023
2021,051020000,TINLEY PARK PARK DISTRICT,Eligible,0.394,5386744,-28484,-1763,-30246,30246,0,2020,4285090,1387406778,0.309,1367193819,2380993,1267768970,1389787771,1,6264771,6231335,0.449,2264806,5967275,0.43,AGENCY,NA,1528929.38,5451406.57,0.912,0.005
2021,051030000,VETERANS PARK DISTRICT,Eligible,0.415,5794856,-86364,-280,-86644,86644,0,2020,4392121,1279208515,0.344,1396350848,4775710,1283984225,1283984225,1,6999351,6693011,0.522,4407914,5974012,0.466,CLERK,0.86,1565176.77,5983366.49,1,0.015
2021,051050000,WESTCHESTER PARK DISTRICT,Eligible,0.327,1995784,-8687,0,-8687,8687,0,2020,1279835,570823080,0.225,610331367,0,570823080,570823080,1,2124795,2124795,0.373,612724,2044881,0.359,AGENCY,NA,760907.17,2049254.86,1,0.004
2021,051070000,WESTERN SPRINGS PARK DISTRICT,Eligible,0.117,987279,-2383,-228,-2611,2611,0,2020,862487,780249274,0.111,843828490,1741932,781991206,781991206,1,1129214,1129214,0.145,867225,1004656,0.129,CLERK,0.874015,136848.46,1008768.66,1,0.003
2021,051080000,WHEELING PARK DISTRICT,Eligible,0.783,8864569,-145355,-1461,-146816,146816,0,2020,7615876,1127227646,0.676,1132128837,1939147,1052187782,1129225732,0.9386,10308486,10238996,0.907,7627527,9143966,0.87,AGENCY,NA,1985478.34,9154033.7,0.932,0.016
2021,051090000,WILMETTE PARK DISTRICT,Eligible,0.38,7843447,-83371,-132,-83503,83503,0,2020,5138221,1901438875,0.271,2064064885,9280445,1910719320,1910719320,1,6801525,6801525,0.356,2914387,6744203,0.353,AGENCY,NA,1568700.56,6744839.2,1,0.012
2021,051100000,WINNETKA PARK DISTRICT,Eligible,0.389,6159529,-63646,-1522,-65167,65167,0,2020,5558568,1453357435,0.383,1583426502,7737334,1461094769,1461094769,1,6601952,6601952,0.452,5591607,6354530,0.435,CLERK,0.9575,762691.47,6355762.25,1,0.01
2021,051200000,WORTH PARK DISTRICT,Eligible,0.406,865300,-9717,-821,-10538,10538,0,2020,747314,194290950,0.385,213127957,0,194290950,194290950,1,942492,931628,0.48,746850,894802,0.461,CLERK,0.95297,147855.41,895681.28,1,0.012
2021,060010000,ACORN PUBLIC LIBRARY DISTRICT,Eligible,0.21,1224089,-6967,0,-6967,6967,0,2020,1241225,530839367,0.234,582899322,290505,531129872,531129872,1,1329070,1291096,0.244,198669,1248609,0.236,AGENCY,NA,6904.69,1253466.5,1,0.006
2021,060020000,ALSIP MERRIONETTE PARK PUB LIBRARY DIST,Eligible,0.39,2932170,-70439,-891,-71330,71330,0,2020,2973220,700070347,0.425,751838505,1820538,701890885,701890885,1,2997830,2997830,0.428,NA,2997830,0.428,NA,NA,71592.87,3004092.99,1,0.024
2021,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,Eligible,0.253,3775052,-41626,-2279,-43905,43905,0,2020,7889449,NA,0.258,1492115537,152519058,1522922365,NA,0.4869,8494462,8494462,0.264,8307656,4088900,0.269,CLERK,0.988505,44164.75,4096661.16,NA,0.011
2021,060040000,BARTLETT PUBLIC LIBRARY DISTRICT,Eligible,0.303,949537,-15044,-363,-15407,15407,0,2020,3315593,1074608719,0.309,313378564,844236,290533620,1079589675,1,3515228,3494246,0.324,3329041,3386295,0.314,AGENCY,NA,15398.28,912275.57,0.269,0.005
2021,060050000,BEDFORD PARK PUBLIC LIBRARY DISTRICT,Eligible,0.299,1500443,-35891,0,-35891,35891,0,2020,1521449,471256898,0.323,501820490,2815770,474072668,474072668,1,2273781,2188812,0.462,1528408,1564299,0.33,CLERK,0.70989,36029.52,1564439.8,1,0.023
2021,060080000,BROADVIEW PUBLIC LIBRARY DISTRICT,Eligible,0.478,1509397,-25106,-860,-25966,25966,0,2020,1246516,292682851,0.426,315773506,0,292682851,292682851,1,1659741,1594678,0.545,1243987,1550781,0.531,AGENCY,NA,306731.63,1554145.94,1,0.017
2021,060090000,CRESTWOOD PUBLIC LIB DIST,Eligible,0.171,600175,-13455,0,-13455,13455,0,2020,608577,322782268,0.189,350979650,371800,323154068,323154068,1,662483,662483,0.205,610253,623708,0.194,AGENCY,NA,13572.47,626918.89,1,0.022
2021,060100000,DIXMOOR PUBLIC LIBRARY DISTRICT,Eligible,0.204,73502,-1213,0,-1213,1213,0,2020,74530,33499189,0.223,36030202,0,33499189,33499189,1,83826,81381,0.243,74500,75713,0.226,CLERK,0.929166,1205.97,75708.17,1,0.016
2021,060110000,DOLTON PUBLIC LIBRARY DISTRICT,Eligible,0.45,1148849,-10120,-1191,-11311,11311,0,2018,1372981,224524417,0.612,255299742,1224198,225748615,225748615,1,1176142,1166840,0.517,NA,1166840,0.517,NA,NA,11287.43,1167120.34,1,0.01
2021,060120000,EAST HAZELCREST PUBLIC LIBRARY DISTRICT,Eligible,0.144,34411,-2099,0,-2099,2099,0,2020,34892,22365721,0.156,23896197,0,22365721,22365721,1,38304,36332,0.163,NA,36332,0.163,NA,NA,2102.38,36456.13,1,0.058
2021,060130000,EISENHOWER PUBLIC LIBRARY DISTRICT,Eligible,0.545,4618685,-46422,-3002,-49424,49424,0,2020,4683347,781110463,0.6,847465178,1720523,782830986,782830986,1,5135445,5117433,0.654,4692284,4741708,0.606,CLERK,0.925925,49318.35,4743955.78,1,0.01
2021,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,Eligible,0.351,45014,-25,-237,-261,261,0,2020,45643,12100551,0.378,12824375,0,12100551,12100551,1,261,261,0.003,NA,261,0.003,NA,NA,266.21,363.02,1,1
2021,060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,Eligible,0.205,34898,-1761,0,-1761,1761,0,2020,2583625,1271109173,0.204,17023226,0,15852516,1292453806,1,2898936,2898936,0.225,2626524,2769695,0.215,AGENCY,NA,1759.63,34082.91,0.012,0.001
2021,060160000,FRANKLIN PARK PUBLIC LIBRARY DISTRICT,Eligible,0.223,1996036,-48487,-72,-48559,48559,0,2019,2088153,819919886,0.255,895083339,7053383,826973269,826973269,1,1866134,1866134,0.226,NA,1866134,0.226,NA,NA,48791.42,1868959.59,1,0.026
2021,060170000,GAIL BORDEN PUBLIC LIBRARY DISTRICT,Eligible,0.543,5086129,-34053,-254,-34307,34307,0,2020,17078794,NA,0.487,936672072,9910411,867076319,NA,0.2966,18449668,18449668,0.521,17240507,5147838,0.594,CLERK,0.940154,34683.05,5150433.33,NA,0.007
2021,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,Eligible,0.556,1589566,-15602,0,-15602,15602,0,2020,1611820,263492301,0.612,285893206,1293578,264785879,264785879,1,2207243,2113350,0.799,1619314,2108060,0.797,AGENCY,NA,488794.73,2110343.46,1,0.007
2021,060190000,GRANDE PRAIRIE PUBLIC LIB DIST,Eligible,0.433,1509265,-12240,-3616,-15857,15857,0,2019,1668662,311614921,0.536,348559959,181204,311796125,311796125,1,1658707,1658707,0.533,NA,1658707,0.533,NA,NA,15901.6,1661873.35,1,0.01
2021,060200000,GREEN HILLS PUBLIC LIBRARY DISTRICT,Eligible,0.389,2886008,-21831,-2909,-24740,24740,0,2020,2926411,675720083,0.434,741904244,2445774,678165857,678165857,1,3145927,3127060,0.462,2940526,2965266,0.438,CLERK,0.9475979999999999,24413.97,2970366.45,1,0.008
2021,060210000,HARVEY PUBLIC LIBRARY DISTRICT,Eligible,1.261,2799680,-22804,-86,-22889,22889,0,2020,1675409,204077158,0.821,222020612,276584,204353742,204353742,1,3287177,3035029,1.486,450517,2847028,1.394,AGENCY,NA,1170333.88,2848691.16,1,0.008
2021,060220000,HODGKINS PUBLIC LIBRARY DISTRICT,Eligible,0.239,627676,-41538,0,-41538,41538,0,2020,636463,244220188,0.261,262626118,2525276,246745464,246745464,1,699638,699638,0.284,1196,684834,0.278,AGENCY,NA,41453.24,685952.39,1,0.061
2021,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,Eligible,0.593,2462194,-31374,-344,-31719,31719,0,2020,2496664,382507392,0.653,415209742,2048186,384555578,384555578,1,2954242,2660709,0.692,2509607,2541326,0.661,CLERK,0.9546779999999999,31533.56,2541912.37,1,0.012
2021,060237000,INDIAN PRAIRIE LIBRARY DISTRICT,Eligible,0.17,259160,-7226,0,-7226,7226,0,2020,3914902,NA,0.171,152446911,254734,144228468,NA,1,4377996,4377996,0.19,3944044,4059660,0.176,AGENCY,NA,7211.42,253842.1,NA,0.002
2021,060240000,INDIAN TRAILS PUBLIC LIBRARY DISTRICT,Eligible,0.458,5844352,-69847,-940,-70786,70786,0,2020,7976234,1626940310,0.491,1276059361,929279,1180634717,1627944098,1,8518127,8488366,0.522,7983776,8081385,0.497,AGENCY,NA,70838.08,5867754.54,0.725,0.009
2021,060250000,JUSTICE PUBLIC LIBRARY DISTRICT,Eligible,0.169,336925,-2031,0,-2031,2031,0,2020,341641,183513935,0.187,199363704,277603,183791538,183791538,1,355735,355735,0.194,342587,344618,0.188,CLERK,0.968911,2021.71,345528.09,1,0.006
2021,060260000,KENILWORTH PUBLIC LIBRARY DISTRICT,Eligible,0.105,335017,-6348,0,-6348,6348,0,2020,339707,294147605,0.116,319063896,1540992,295688597,295688597,1,341407,341407,0.116,NA,341407,0.116,NA,NA,6209.46,342998.77,1,0.019
2021,060270000,LA GRANGE PARK PUBLIC LIBRARY  DISTRICT,Eligible,0.449,1973772,-1098,-328,-1426,1426,0,2020,2001405,404076980,0.496,439592979,4537,404081517,404081517,1,2135857,2135857,0.529,2001009,2002435,0.496,CLERK,0.937618,1616.33,2004244.32,1,0.001
2021,060280000,LEMONT PUBLIC LIBRARY DIST,Eligible,0.173,1746603,-8794,-1653,-10447,10447,0,2020,1543842,953508593,0.162,1009596859,12893431,934923150,966404714,1,2344849,2344849,0.243,1559775,1844624,0.191,CLERK,0.757009,275802.33,1785703.22,0.967,0.006
2021,060280001,LEMONT PUBLIC LIBR BOND ANX PALOS PARK 2017,Not Eligible,0.028,3251,NA,NA,NA,NA,1,NA,NA,NA,NA,11610434,2448510,8540048,8540048,1,274050,274050,0.029,NA,274050,0.029,NA,NA,NA,2476.61,1,NA
2021,060290000,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,Eligible,0.396,2922226,-35445,0,-35445,35445,0,2020,2963136,688651634,0.431,737935823,970812,689622446,689622446,1,3192395,3170669,0.46,2969511,3004956,0.436,CLERK,0.947252,35170.74,3006753.86,1,0.012
2021,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,Eligible,0.594,2790054,-20913,-4052,-24965,24965,0,2020,2829115,416354485,0.68,469706123,34011759,450366244,450366244,1,3041835,3041835,0.676,NA,3041835,0.676,NA,NA,24770.14,3044475.81,1,0.008
2021,060300000,MAYWOOD PUBLIC LIBRARY DIST,Eligible,0.553,1536638,-18101,-1520,-19622,19622,0,2020,1558151,251552750,0.62,277873146,243576,251796326,251796326,1,1602217,1599357,0.636,1559119,1578741,0.627,CLERK,0.987261,19640.11,1578762.96,1,0.012
2021,060310000,MC COOK PUBLIC LIBRARY DISTRICT,Eligible,0.51,629844,-10457,0,-10457,10457,0,2020,638661,109078236,0.586,123498775,104008,109182244,109182244,1,668557,668016,0.612,639150,649607,0.595,CLERK,0.971807,10481.5,649634.35,1,0.016
2021,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,Eligible,0.506,356338,-8095,-327,-8422,8422,0,2020,362205,64165977,0.565,70422530,0,63994787,64165977,1,414335,397676,0.62,362277,370722,0.578,CLERK,0.9308069999999999,8447.31,369889.87,0.997,0.023
2021,060330000,NILES-MAINE DISTRICT LIBRARY,Eligible,0.387,7209135,-155942,-3352,-159294,159294,0,2020,7310062,1740330464,0.42,1862825484,1623353,1741953817,1741953817,1,6224071,6224071,0.358,NA,6224071,0.358,NA,NA,158517.8,6236194.66,1,0.026
2021,060340000,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,Eligible,0.382,1065547,-13584,0,-13584,13584,0,2020,1080464,255944626,0.423,278938974,1656337,257600963,257600963,1,1165897,1165897,0.453,1087846,1101430,0.428,CLERK,0.944196,13652.85,1102532.12,1,0.012
2021,060350000,NORTHLAKE PUBLIC LIBRARY DISTRICT,Eligible,0.415,2767056,-57360,-980,-58340,58340,0,2020,2064794,599853622,0.345,666760383,1514963,601368585,601368585,1,2990679,2990679,0.498,2072314,2889200,0.481,CLERK,0.9530379999999999,816658.54,2892582.89,1,0.02
2021,060360000,ORLAND HILLS PUBLIC LIBRARY DISTRICT,Eligible,0.157,251279,-2406,0,-2406,2406,0,2020,254796,147147957,0.174,160050047,906157,148054114,148054114,1,274161,274161,0.186,256950,259356,0.176,AGENCY,NA,2368.87,260575.24,1,0.009
2021,060370000,PALATINE PUBLIC LIBRARY DISTRICT,Eligible,0.353,9220931,-60772,-1488,-62260,62260,0,2020,9350023,NA,0.386,NA,1709053,NA,NA,1,10017813,10017813,0.413,9351775,9414035,0.388,CLERK,0.9391719999999999,63105.7,9417311.89,NA,0.007
2021,060380000,PHOENIX PUBLIC LIBRARY DISTRICT,Eligible,0.599,32607,0,0,0,0,0,2020,33062,5444840,0.608,5443503,0,5444840,5444840,1,60828,32661,0.6,NA,32661,0.6,NA,NA,NA,32669.04,1,0
2021,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,Eligible,0.564,5850350,-73300,-4405,-77705,77705,0,2020,6019362,1365664109,0.441,1037296093,6455842,965484362,1372404151,0.7356,10025367,10025367,0.731,6042692,6015164,0.623,CLERK,0.765625,1569877.57,6014967.58,0.703,0.013
2021,060400000,POSEN PUBLIC LIBRARY DISTRICT,Eligible,0.173,98944,-579,0,-579,579,0,2020,100328,52553739,0.191,57192804,219758,52773497,52773497,1,181382,181382,0.344,100691,101270,0.192,CLERK,0.556851,580.51,101325.11,1,0.006
2021,060410000,PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT,Eligible,0.363,2014317,-13435,-827,-14262,14262,0,2020,2042516,510323408,0.401,554908197,346415,510669823,510669823,1,2190671,2169205,0.425,2047783,2062045,0.404,CLERK,0.950236,14298.76,2063106.08,1,0.007
2021,060420000,PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT,Eligible,0.526,3621256,-52517,-440,-52957,52957,0,2020,3671954,636984188,0.577,688451757,9348027,646332215,646332215,1,3965927,3965927,0.614,3725539,3778496,0.585,AGENCY,NA,52999.24,3781043.46,1,0.014
2021,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,Eligible,0.972,1492037,-6761,0,-6761,6761,0,2020,1046906,139366216,0.752,153501770,0,139366216,139366216,1,1578468,1463796,1.051,NA,1463796,1.051,NA,NA,463532.03,1464738.93,1,0.005
2021,060440000,RIVER GROVE PUB LIB DIST,Eligible,0.208,480951,-5325,-225,-5550,5550,0,2020,487684,214494281,0.228,231226617,234060,214728341,214728341,1,961370,913415,0.426,489361,494911,0.231,CLERK,0.539007,5582.94,496022.47,1,0.011
2021,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,Eligible,0.586,648464,-7262,0,-7262,7262,0,2018,700937,99250618,0.707,110659439,3900333,103150951,103150951,1,841562,767934,0.745,659029,735957,0.714,AGENCY,NA,7220.57,736497.79,1,0.01
2021,060460000,ROSELLE PUBLIC LIBRARY,Eligible,0.302,241302,-42,0,-42,42,0,2020,2192254,879180054,0.25,79901281,0,73850527,880720844,0.1085,2350822,2350822,0.267,2200712,238814,0.324,AGENCY,NA,73.85,239275.71,0.084,0
2021,060480000,SCHAUMBURG TWP DISTRICT PUBLIC LIBRARY,Eligible,0.319,16446705,-239136,-16394,-255530,255530,0,2020,16676959,NA,0.35,NA,9416923,NA,NA,1,16932489,16932489,0.355,NA,16932489,0.355,NA,NA,253208.05,16960161.52,NA,0.015
2021,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,Eligible,0.252,320991,-2646,0,-2646,2646,0,2020,474430,180467162,0.263,127377228,24190,117976044,180513458,1,492680,477283,0.265,NA,477283,0.265,NA,NA,2595.47,312636.52,0.654,0.006
2021,060500000,STICKNEY FOREST VIEW PUB LIBRARY DIST,Eligible,0.385,1314581,-21166,-66,-21231,21231,0,2020,1184451,295681663,0.401,341449503,239963,295921626,295921626,1,1431107,1431107,0.484,1186645,1357134,0.459,CLERK,0.941314,170450.86,1358280.26,1,0.016
2021,060510000,SUMMIT PUBLIC LIBRARY DISTRICT,Eligible,0.534,943701,-11804,-10817,-22622,22622,0,2020,354810,165178967,0.215,176723024,2835,165181802,165181802,1,871530,871530,0.528,354974,724632,0.439,CLERK,0.7072360000000001,369676.87,725148.11,1,0.031
2021,060515000,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,Eligible,0.438,13623,0,0,0,0,0,2019,590211,138218758,0.427,3110164,0,2937198,138225433,1,603580,603580,0.437,589760,589760,0.427,AGENCY,NA,NA,12541.84,0.021,0
2021,060520000,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,Eligible,0.691,377567,-8561,-132,-8693,8693,0,2020,382852,49990259,0.766,54640627,0,49990259,49990259,1,536303,487285,0.975,382622,391315,0.783,CLERK,0.799582,8698.31,391423.73,1,0.022
2021,060530000,WILMETTE PUBLIC LIBRARY DISTRICT,Eligible,0.271,5600204,-60250,-87,-60336,60336,0,2019,5687219,1903673517,0.299,2066495782,9280445,1912953962,1912953962,1,5651435,5651435,0.296,NA,5651435,0.296,NA,NA,61214.53,5662343.73,1,0.011
2021,060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,Eligible,0.223,4504537,-45650,-894,-46543,46543,0,2020,4567601,1854707656,0.247,2019971967,9185915,1863893571,1863893571,1,4687089,4655868,0.25,4590693,4637236,0.249,AGENCY,NA,46597.34,4641094.99,1,0.01
2021,060550000,WORTH PUBLIC LIBRARY DISTRICT,Eligible,0.448,850394,-6406,-915,-7321,7321,0,2020,862299,172507548,0.5,189820002,0,172507548,172507548,1,879571,876825,0.509,862609,869930,0.504,AGENCY,NA,7245.32,869438.04,1,0.008
2021,070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,Eligible,0.573,4610498,-35458,-4971,-40429,40429,0,2020,6791002,1168975716,0.581,804624435,2433289,740769522,1174274450,0.6942,7276478,7276478,0.62,6817837,4773370,0.645,CLERK,0.9447150000000001,40742.32,4777963.42,0.631,0.008
2021,070020000,BARTLETT FIRE PROTECTION DISTRICT,Eligible,0.828,4175388,-47607,-6116,-53723,53723,0,2020,10089615,1340974171,0.753,504273965,844236,464976101,1346063597,0.4106,11028240,11028240,0.82,10129127,4274064,0.92,CLERK,0.942428,115314.07,4277780.13,0.345,0.013
2021,070025000,BENSENVILLE FIRE PROTECTION DISTRICT #2,Eligible,0.718,197314,-8016,0,-8016,8016,0,2020,5493996,641594608,0.857,27480989,0,25286711,642176258,1,7324872,7215577,1.124,NA,7215577,1.124,NA,NA,18155.86,284222.63,0.039,0.001
2021,070040000,CENTRAL STICKNEY FIRE PROTECTION DIST,Eligible,0.82,888441,-10438,0,-10438,10438,0,2020,752673,92431825,0.815,108346436,86177,92518002,92518002,1,936028,936028,1.012,753557,912085,0.986,CLERK,0.9690840000000001,158575.86,912227.5,1,0.011
2021,070070000,COUNTRY CLUB HILLS FIRE PROTECTION DIST,Eligible,0,0,0,0,0,0,0,NA,0,NA,0,261283,0,243393,243393,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,Eligible,1.054,1184928,-3919,0,-3919,3919,0,2020,2048086,231309268,0.886,112422034,0,105802514,231484792,1,2623059,2620728,1.132,2049794,2493372,1.078,CLERK,0.941551,202717.62,1140551.1,0.457,0.002
2021,070090001,EAST DUNDEE & COUNTRYSIDE FIRE BOND 2018DISC,Not Eligible,0.178,57,NA,NA,NA,NA,1,NA,NA,NA,NA,32294,32294,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA
2021,070100000,ELK GROVE RURAL FIRE PROTECTION DISTRICT,Eligible,1.309,904787,-48120,0,-48120,48120,0,2020,917453,65607395,1.399,69120473,4542799,61064596,61064596,1,1025590,935541,1.533,853925,902045,1.478,CLERK,0.962173,48118.9,902534.73,1,0.053
2021,070110000,FOREST RIVER FIRE PROTECTION DISTRICT,Eligible,0.191,65273,-504,0,-504,504,0,2020,66186,31395277,0.211,34174248,0,31395277,31395277,1,81296,80806,0.258,66180,66684,0.213,CLERK,0.824218,502.32,66871.94,1,0.008
2021,070120000,FOREST VIEW FIRE PROTECTION DIST,Eligible,0.178,20004,0,0,0,0,0,2020,20284,10370715,0.196,11238258,0,10370715,10370715,1,21632,21632,0.209,20285,20285,0.196,CLERK,0.9377989999999999,NA,20326.6,1,0
2021,070130000,GARDEN HOMES FIRE PROTECTION DISTRICT,Eligible,0.67,89764,-12,0,-12,12,0,2020,91020,12242954,0.744,13397595,0,12242954,12242954,1,97090,97090,0.793,91079,91091,0.744,AGENCY,NA,12.24,91087.58,1,0
2021,070140000,GLENBROOK FIRE DISTRICT,Eligible,0.672,2465962,-26960,0,-26960,26960,0,2020,2500485,335240681,0.746,366958676,0,335240681,335240681,1,2675090,2675090,0.798,2500627,2527587,0.754,AGENCY,NA,26819.25,2527714.73,1,0.011
2021,070190000,HOFFMAN ESTATES FIRE PROTECTION DIST 1,Eligible,0.4,67941,-12509,0,-12509,12509,0,2020,68891,16458372,0.419,16985232,0,16458372,16458372,1,85845,78342,0.476,NA,78342,0.476,NA,NA,12508.36,78341.85,1,0.16
2021,070200000,HOLBROOK FIRE PROTECTION DISTRICT,Eligible,0.246,10413,0,0,0,0,0,2020,10558,3851063,0.275,4232837,0,3851063,3851063,1,14810,14810,0.385,10578,10578,0.275,CLERK,0.714285,NA,10590.42,1,0
2021,070210000,HOMETOWN FIRE PROTECTION DISTRICT,Eligible,1.324,674096,-2041,0,-2041,2041,0,2020,683533,46245922,1.478,50913632,47262,46293184,46293184,1,709541,639702,1.382,NA,639702,1.382,NA,NA,2036.9,639771.8,1,0.003
2021,070220000,LEMONT FIRE PROTECTION DISTRICT,Eligible,0.799,8016843,-39294,-7179,-46473,46473,0,2020,11181293,1341159997,0.834,1003359546,10897266,927002468,1353769687,0.7227,12456408,12456408,0.921,11283667,8338142,0.9,CLERK,0.9246110000000001,183546.49,8343022.21,0.685,0.006
2021,070230000,LEYDEN FIRE PROTECTION DISTRICT,Eligible,1.041,2751864,-26515,-287,-26802,26802,0,2020,2551021,246097657,1.037,264348100,286196,246383853,246383853,1,3142894,3142894,1.276,2554749,2820699,1.145,CLERK,0.887842,266094.56,2821095.12,1,0.01
2021,070230001,LEYDEN FIRE PROTECTION DISTRICT BOND,Not Eligible,0.022,357,NA,NA,NA,NA,1,NA,NA,NA,NA,1622224,0,879356,879356,1,54297,54297,0.022,NA,54297,0.022,NA,NA,NA,193.46,1,NA
2021,070240000,LONG GROVE FIRE PROTECTION DIST,Eligible,0.849,239650,0,0,0,0,0,2020,4733215,548939901,0.863,28227285,0,26188330,551456065,1,5051120,5051120,0.916,4756857,4798057,0.871,CLERK,0.9493940000000001,1964.12,228100.35,0.047,0
2021,070250000,MILLER WOODS FIRE PROTECTION DISTRICT,Eligible,0.184,11378,-68,0,-68,68,0,2020,11537,5805572,0.199,6183885,0,5805572,5805572,1,11192,11192,0.193,NA,11192,0.193,NA,NA,69.67,11204.75,1,0.006
2021,070270000,MOKENA FIRE PROTECTION DISTRICT,Eligible,1.028,1889,0,0,0,0,0,2020,6973543,698259975,0.999,183801,0,183801,708203522,1,7556080,7556080,1.067,7074522,7187822,1.015,AGENCY,NA,29.41,1865.58,0,0
2021,070290000,NORTH LAKE FIRE PROTECTION DISTRICT,Eligible,1.091,4060250,-114843,-258,-115102,115102,0,2020,4066525,328352203,1.239,372158573,1097267,329449470,329449470,1,4505647,4173475,1.267,NA,4173475,1.267,NA,NA,164724.74,4174124.78,1,0.028
2021,070310000,NORTH MAINE FIRE PROTECTION DISTRICT,Eligible,1.446,5203807,-90957,-10692,-101650,101650,0,2020,5156603,334733756,1.541,359876013,774925,335508681,335508681,1,5728025,5728025,1.708,5167165,5392415,1.608,CLERK,0.9390609999999999,225126.32,5394979.59,1,0.019
