clean_name,agency_num,exemption_level,total_billed,av,eav,nonTIF_EAV_post_exemps,TIF_increment_EAV,Exempt_EAV,Total_EAV,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,pin_count,tax_rate_current,nonTIF_EAV_pre_exemps,taxrate_new,taxrate_change
Oak Brook,030890000,15000,52238.54,321393,965046,824039.8593867238,0,140998.99620219308,965038.8555889169,52238.54,0,8905.496600130515,61144.05,52238.54,15,0.06339321988487007,965038.8555889169,0.05413102249455161,0.009262197390318458
Oak Forest,030900000,15000,53954988.97,197885925,594115956,364270552.5641135,10351110.353111949,223253222.71390235,597874885.6311278,52405860.7,1549128.27,31860089.850376807,85274598.87,53954988.97,10648,0.1438652131804596,587523775.2780159,0.08919785531266643,0.054667357867793184
Oak Lawn,030910000,15000,121237623.16,499544455,1499982056,975095867.3853563,28735417.529614918,518103467.85984445,1521934752.7748158,117803392.92,3434230.24,62651032.47110442,181248743.17000002,121237623.16,26028,0.12081211382413161,1493199335.2452006,0.07889327977811839,0.04191883404601322
Oak Park,030920000,15000,211549344.02,687093365,2063135342,1691527678.555323,0,375628659.13996446,2067156337.6952875,211549344.02,0,46822440.4500677,257872042.94,211549344.02,18838,0.12506407474258843,2067156337.6952872,0.10233833801649492,0.022725736726093515
Olympia Fields,030930000,15000,21157571.1,54452997,163470470,107199769.0105231,7934580.904683255,48506567.366893835,163640917.2821002,19668329.61,1489241.49,8903187.390252728,30028830.3,21157571.1,2246,0.18347361931413572,155706336.37741694,0.1263168222154164,0.05715679709871932
Orland Hills,030940000,15000,13090371.95,57434309,172457417,124244506.90965568,0,48269177.298898794,172513684.20855448,13090371.95,0,5309410.886893097,18393646.77,13090371.95,2251,0.10535976419077148,172513684.20855448,0.07588019472226241,0.029479569468509062
Orland Park,030950000,15000,203417020.47,873458796,2622057792,2052274986.5337968,14082303.684483655,560021039.6916932,2626378329.9099736,202060190.51,1356829.96,55400485.954257004,258376724.17,203417020.47,25012,0.09845668433121181,2612296026.22549,0.07734965275047982,0.02110703158073199
Palatine,030960000,15000,190951171.55,751359092,2256078938,1654529114.7570462,108283049.95558836,503325203.77947795,2266137368.4921126,179242685.03,11708486.52,54596686.44249422,244451263.26,190951171.55,27202,0.10833456083141836,2157854318.5365243,0.08306523915458944,0.025269321676828924
Palos Heights,030970000,15000,41538712.1,170819396,512919446,367162471.07440645,9055697.469349695,137084703.2303784,513302871.7741345,40407415.74,1131296.36,15080455.59100661,56577687.77,41538712.1,5620,0.11005322962817551,504247174.30478483,0.08013414412427888,0.02991908550389663
Palos Hills,030980000,15000,32374368.19,150235875,451113342,291038931.6494102,0,165409083.35029534,456448014.99970555,32374368.19,0,18054858.767138507,49871421.95,32374368.19,7874,0.11123724240782551,456448014.99970555,0.07092673672821402,0.04031050567961149
Palos Park,030990000,15000,20231007.41,89391720,268291000,218754056.3633433,0,49550694.32819448,268304750.69153777,20231007.41,0,4607660.321169086,24837430.3,20231007.41,2432,0.09248289035791392,268304750.69153777,0.07540309054482232,0.0170797998130916
Park Forest,031000000,15000,30754015.55,49379687,148272304,65580048.74284287,7403855.653915299,100600581.4112035,173584485.80796167,27500539.26,3253476.29,41438427.68733108,61428610.72,30754015.55,5917,0.4193430744133336,166180630.15404636,0.16548582848980362,0.25385724592353
Park Ridge,031010000,15000,155170030.52,629508627,1890225594,1484591357.0991483,49776389.77805839,357299550.80553687,1891667297.6827435,150148739.2,5021291.32,36161975.27070146,191186956.81,155170030.52,16343,0.10113809330898073,1841890907.904685,0.08151880144237617,0.019619291866604563
Phoenix,031020000,15000,2337546.05,4606931,13833270,4617779.273321539,3211836.182145957,11659219.193146387,19488834.64861388,1375472.64,962073.41,3492402.517115069,4136045.23,2337546.05,1698,0.29786452720825507,16276998.466467926,0.08450407136386949,0.21336045584438557
Posen,031030000,15000,7419487.83,28836596,86587702,38144875.91969427,15135218.828832997,37569401.73292238,90849496.48144965,5284611.02,2134876.81,5226751.769016509,12044178.87,7419487.83,2955,0.13854052195963615,75714277.65261665,0.06979675675235562,0.06874376520728052
Prospect Heights,031040000,15000,41212002.74,158877504,477061479,361746081.9646532,1126979.15815284,121720835.74234982,484593896.8651559,41074116.84,137885.9,14182943.319340805,54450529.92,41212002.74,6117,0.11354405448408816,483466917.707003,0.08495745072859831,0.028586603755489853
Richton Park,031050000,15000,24587438.07,67563509,202600055,109419504.97479421,21883049.720565625,78437736.88041806,209740291.5757779,20519618.97,4067819.1,14687414.011932883,37931046.58,24587438.07,4475,0.18753163775258244,187857241.85521227,0.10922985330432532,0.07830178444825713
River Forest,031060000,15000,57589700.73,216535226,650190355,548755814.2319205,7290345.177174858,95445779.37644264,651491938.785538,56834639.68,755061.05,9885319.370018164,67340371.7,57589700.73,4538,0.10357,644201593.6083632,0.0882249287240232,0.015345071275976799
River Grove,031070000,15000,26080248.98,89118375,267595793,183358151.3492521,18277210.429643825,69006610.95687973,270641972.73577565,23791576.69,2288672.29,8891475.813110996,34587950.1,26080248.98,3596,0.1297546714718066,252364762.30613184,0.09427455906518184,0.03548011240662477
Riverdale,031080000,15000,25017659.64,41082216,123357481,81884109.54369032,0,63115121.721356094,144999231.26504642,25017659.64,0,19691473.879155837,37966780.36,25017659.64,4897,0.305525208485677,144999231.26504642,0.1725364984471526,0.1329887100385244
Riverside,031090000,15000,34316913.8,119721326,359487235,280009302.68603534,0,79905450.72577837,359914753.4118137,34316913.8,0,9793249.288598996,44057958.17,34316913.8,3631,0.12255633463177598,359914753.41181374,0.09534733843137198,0.027208996200403998
Robbins,031100000,15000,6446872.14,19033527,57152165,40321520.937649734,2556521.3408935135,23113222.13191649,65991264.410459734,6036576.03,410296.11,3465805.7185993847,8583593.77,6446872.14,5653,0.14971102006133455,63434743.06956622,0.09516198439363018,0.054549035667704374
Rolling Meadows,031110000,15000,90713123.31,334550780,1004555509,783348542.1079737,39110356.62598283,185846070.68193245,1008304969.4158889,86420623.83,4292499.4799999995,20684496.730284944,110986860.86,90713123.31,9406,0.11032205868085744,969194612.7899061,0.08916746202419672,0.021154596656660724
Roselle,031120000,15000,9191167.84,38944190,116937721,85704796.99905597,1933064.0775669115,29508140.296503417,117146001.3731263,8987828.07,203339.77,3092086.5569677013,12261388.93,9191167.84,1452,0.10486960339103307,115212937.29555938,0.07801058007004233,0.026859023320990744
Rosemont,031130000,15000,91943046.77,287796410,864166281,611659608.3366487,237213054.47166035,15528767.26286951,864401430.0711786,63826370.8,28116675.97,1568249.16347035,93487620.44,91943046.77,1474,0.10434949427765855,627188375.5995182,0.10176587016458892,0.0025836241130696297
Sauk Village,031140000,15000,16614457.48,43605069,130850752,60213732.054225415,40501552.82761864,45763787.07614502,146479071.9579891,10295958.58,6318498.9,7858145.079935846,21768015.79,16614457.48,3498,0.17099020819250974,105977519.13037044,0.09715228913156775,0.07383791906094199
Schaumburg,031150000,15000,361107597.51,1378218880,4138356247,3376916012.129394,194296846.39086697,575246348.5578321,4146459207.078093,341474440.94,19633156.57,58323111.06838917,418610948.65000004,361107597.51,28479,0.10112020545180075,3952162360.6872263,0.08640192628134395,0.014718279170456802
Schiller Park,031160000,15000,43810717.3,138524078,415946265,332755504.0391063,10896431.34644004,74809388.12017554,418461323.50572187,42419569.91,1391147.39,9684223.884422433,53160278.14,43810717.3,4647,0.12747969423524466,407564892.15928185,0.10408052981516833,0.023399164420076335
Skokie,031170000,15000,243656769.63,984990362,2957630373,2376696939.4611163,65992362.42860904,519969391.27953553,2962658693.1692605,235822596.26,7834173.37,52786401.605089635,295922691.99,243656769.63,27068,0.09922282994712382,2896666330.740652,0.0814117227646659,0.017811107182457916
South Barrington,031180000,15000,36803576.24,155638201,467244523,427110371.97420293,0,40134375.78944721,467244747.7636501,36803576.24,0,3398948.3772764388,40202522.89,36803576.24,2394,0.0861687719497079,467244747.7636501,0.078767233695298,0.007401538254409895
South Chicago Heights,031190000,15000,8537736.51,28334098,85078798,56588846.99717481,6206842.575862287,26372114.56731335,89167804.14035045,7692901.05,844835.46,3624517.668055109,11600026.98,8537736.51,2208,0.135943767336063,82960961.56448816,0.09272916929753841,0.04321459803852459
South Holland,031200000,15000,63185043.31,166888114,501100744,307322611.3886709,16063156.679349016,185573175.61585957,508958943.6838795,60038656.47,3146386.84,35984994.858324625,97628258.42,63185043.31,9332,0.19536036153899886,492895787.0045305,0.12180801307893538,0.07355234846006348
Steger,031210000,15000,5042976.65,22895283,68731739,37922135.600327574,1862353.0719161772,36718513.96573443,76503002.63797818,4808357.41,234619.24,4637619.0030101,8700926.58,5042976.65,3235,0.126795533370712,74640649.566062,0.06442009063364702,0.06237544273706498
Stickney,031220000,15000,13968782.27,54225161,162821895,104749814.31730072,9339891.583910285,50007464.985714905,164097170.8869259,12927645.64,1041136.63,6399455.294221936,20205113.31,13968782.27,2444,0.1234144969540518,154757279.30301562,0.08353497617832631,0.039879520775725485
Stone Park,031230000,15000,7487353.85,20591720,61830759,44504053.943401255,1203219.2852741836,16826939.167989235,62534212.39666467,7292071.36,195282.49,2744855.8016138086,10117806.92,7487353.85,1255,0.16385184525602564,61330993.11139049,0.11889700443552259,0.04495484082050305
Streamwood,031240000,15000,79116705.59,312123583,937203415,643849328.1068633,6792945.2087475145,289278837.3866942,939921110.702305,78262492.73,854212.86,35151392.18439819,113938799.66,79116705.59,14483,0.12155404892650652,933128165.4935575,0.08387110755423913,0.037682941372267395
Summit,031250000,15000,21296965.24,67676572,203212421,139656812.83689085,14774997.447570896,50550313.57666235,204982123.8611241,19232686.1,2064279.14,7068450.347424696,28118074.55,21296965.24,3313,0.13771391247817177,190207126.41355318,0.10111443489337936,0.036599477584792414
Thornton,031260000,15000,9022455.85,20869770,62665649,43268892.96188731,930316.5584415585,20742927.390948705,64942136.91127757,8833341.1,189114.75,4216477.030054967,12776235.41,9022455.85,1356,0.20414992146391872,64011820.35283601,0.13799546788874661,0.0661544535751721
Tinley Park,031270000,15000,125528569.04,478933284,1437947016,966766270.3710558,23050554.356480405,454328163.57036126,1444144988.2978976,122533361.74,2995207.3,58286360.661318325,182969495.81,125528569.04,20403,0.12674559042380565,1421094433.9414172,0.0862246440584196,0.04052094636538604
University Park,031280000,15000,616514.92,995216,2960898,2935891.79969678,0,24999.949230243412,2960891.7489270233,616514.92,0,5155.739529753099,621670.66,616514.92,4,0.20999238461842293,2960891.7489270233,0.20821933805023926,0.0017730465681836671
Westchester,031290000,15000,45934947.24,222052947,666758437,480141024.5218872,4162883.4773767153,183195584.18853432,667499492.1877981,45525527.65,409419.59,17863598.292010427,63725827.83,45934947.24,8196,0.09481699193551148,663336608.7104216,0.0686311098350281,0.02618588210048338
Western Springs,031300000,15000,58863071.96,282003960,846773216,725054340.7953737,8607808.22776872,113167045.97293,846829194.9960724,58176771.41,686300.55,9086894.000271186,67945506.98,58863071.96,5519,0.08023780858436204,838221386.7683036,0.06940501916122177,0.010832789423140268
Wheeling,031310000,15000,130314322.84,433129158,1300426859,949693528.1869687,113949546.9995136,244395950.06795365,1308039025.254436,116267719.78,14046603.06,29620253.577402778,159013907.73,130314322.84,13459,0.12242656849727428,1194089478.2549224,0.09736935288125734,0.02505721561601694
Willow Springs,031320000,15000,17235249.16,77503025,232718339,159124644.31557146,13666849.977820372,60704304.51162428,233495798.8050161,15425794.42,1809454.74,6438879.39251743,23572257.49,17235249.16,3236,0.09694157989385983,219828948.82719573,0.07017180631712881,0.02676977357673102
Wilmette,031330000,15000,155632089.95,675016197,2026871158,1804664760.985413,0,222701543.151899,2027366304.1373122,155632089.95,0,19183932.305224046,174773742.58,155632089.95,10934,0.08623878147042621,2027366304.1373122,0.07676564892708167,0.009473132543344545
Winnetka,031340000,15000,113933842.04,468793613,1407646595,1318127703.3540843,0,89555859.8724491,1407683563.2265332,113933842.04,0,7751564.168703108,121682377.74,113933842.04,4898,0.08643611825325118,1407683563.2265334,0.08093711187395959,0.005499006379291585
Worth,031350000,15000,18228016.12,70903537,212902086,137013381.09407708,601927.0602160083,79018811.4969693,216634119.65126237,18146647.62,81368.5,10487940.416922543,28221126.4,18228016.12,4196,0.13244434576459377,216032192.5910464,0.08399973819805642,0.048444607566537345
NA,NA,15000,201805410.73,962297070,2888180969,2215651727.120561,0,687477733.8717409,2903129460.9923024,201805410.73,0,66197797.088704295,266400978.91,201805410.73,38778,0.09108173828034981,2903129460.992302,0.06951305942140866,0.021568678858941148
Alsip,030010000,10000,77473578.97,237343504,712667700,597056429.3749224,3187734.4162294734,115141517.93228541,715385681.7234373,77064370.72,409208.25,14864603.8210547,91980952.1,77473578.97,7228,0.1290738478449703,712197947.3072078,0.10820639263476864,0.02086745521020167
Arlington Heights,030020000,10000,301392904.75,1164106179,3495461492,2916560182.0096416,33985658.741957255,549118751.502787,3499664592.2543864,298070050.94,3322853.81,56005754.534149,356970987.39,301392904.75,30015,0.10219917722891501,3465678933.5124288,0.08600625062458084,0.016192926604334176
Barrington,030030000,10000,28355175.36,126052198,378496935,329459847.65826845,14947314.219685195,34132295.39568679,378539457.27364045,27115934.6,1239240.76,2810382.5547550553,31162064.1,28355175.36,2663,0.0823042164097822,363592143.05395526,0.07457788931367566,0.007726327096106531
Barrington Hills,030040000,10000,17730557.59,70117588,210269989,197175154.53050625,0,13094916.940032471,210270071.4705387,17730557.59,0,1182841.555680438,18913398.73,17730557.59,1336,0.08992287913869386,210270071.47053874,0.08432278291437331,0.005600096224320547
Bartlett,030050000,10000,44452765.03,146764612,440624846,344567136.7765048,4296879.8383838385,92407168.19311129,441271184.8079999,43921026.15,531738.88,11509608.308061613,55882461.99,44452765.03,5831,0.12746725227742284,436974304.9696161,0.1005116906200101,0.026955561657412738
Bedford Park,030060000,10000,71105407.82,184370740,553609997,463273202.89963734,85270381.95180146,5110182.839776034,553653767.6912148,61431587.96,9673819.86,742509.5666194576,71841556.77,71105407.82,1078,0.13260337005356304,468383385.7394134,0.13115663328454966,0.0014467367690133848
Bellwood,030070000,10000,43469503.65,124715295,374482615,213414703.4838361,37657366.0770429,127338583.80707248,378410653.3679515,36985367.31,6484136.34,22080380.680642735,64869835.88,43469503.65,6742,0.173302807661522,340753287.2909086,0.10854001616255805,0.06476279149896395
Bensenville,030080000,10000,3051321.88,8664342,26016422,26016407.11264659,0,0,26016407.11264659,3051321.88,0,0,3051321.88,3051321.88,72,0.11728452229350111,26016407.11264659,0.11728452229350111,0
Berkeley,030090000,10000,14324860.54,45357351,136194509,92647052.60578652,5730124.41961662,38017655.813818306,136394832.83922145,13486750.459999999,838110.08,5519202.302255046,19814749.78,14324860.54,2452,0.14557128457595042,130664708.41960482,0.10321647385221928,0.04235481072373114
Berwyn,030100000,10000,101342941.42,332419873,998157078,693464533.007878,34121086.04977904,272471071.5350335,1000056690.5926905,96578844.59,4764096.83,38089141.283157274,139170159.15,101342941.42,15575,0.1392700563518262,965935604.5429115,0.09998476517045035,0.03928529118137586
Blue Island,030110000,10000,35224185.6,105338372,316299503,208788777.91026556,19785012.993291516,92585413.94604264,321159204.8495997,32180132.19,3044053.41,14106904.627292026,48586415.88,35224185.6,7969,0.1541276907316856,301374191.8563082,0.10677799579249679,0.04734969493918882
Bridgeview,030120000,10000,66143199.8,196682542,590578684,470781949.0366055,33357767.394220136,87452550.35011981,591592266.7809454,61562793.5,4580406.3,11361466.383558638,77373868.92,66143199.8,5302,0.13076710699290894,558234499.3867253,0.11028124124831534,0.0204858657445936
Broadview,030130000,10000,34375737.91,111760254,335582516,274230766.91786927,8427555.179037241,54164619.02865778,336822941.1255643,33362508.1,1013229.81,6704925.220879326,40931149.4,34375737.91,3306,0.12165851583674382,328395385.94652706,0.10159249955306147,0.020066016283682347
Brookfield,030140000,10000,46557297.73,169727701,509641323,367546502.0830205,5753065.163284354,136809055.28123033,510108622.5275352,45875383.4,681914.33,17201926.099557374,63701496.46,46557297.73,8821,0.12481518158928848,504355557.36425084,0.09095841758886047,0.033856764000428
Buffalo Grove,030150000,10000,36728791.86,140786211,422738600,312092984.467714,81630.8009802562,112745800.60916919,424920415.87786347,36719196.75,9595.11,13272494.961136866,49744619.85,36728791.86,6107,0.11765466888858758,424838785.0768832,0.08643089576521343,0.031223773123374154
Burbank,030160000,10000,54045288.99,208515910,626110693,428454275.42472064,11335552.689397022,187784052.6480244,627573880.7621421,52652262.92,1393026.07,23076782.22991572,76942871.35,54045288.99,9973,0.12288887272231457,616238328.0727451,0.085441395838956255,0.03744747688335831
Burnham,030170000,10000,9369174.4,19144564,57485356,38681054.04479272,0,21256181.948466714,59937235.99325944,9369174.4,0,5130332.379530008,13904460.63,9369174.4,2090,0.24221610892894702,59937235.99325943,0.15631642408491547,0.08589968484403154
Burr Ridge,030180000,10000,30738925.52,152154638,456866929,422562857.81917727,0,34362253.47836044,456925111.2975377,30738925.52,0,2488306.7162084687,33223146.43,30738925.52,2234,0.072744030742886,456925111.2975377,0.06727344319665464,0.005470587546231365
Calumet City,030190000,10000,79164175.02,155774296,467743492,294388771.3700804,8888543.118124014,181936292.1117061,485213606.5999105,76916587.32000001,2247587.7,47135626.96175287,121667337.51,79164175.02,15453,0.26127554716856727,476325063.4817865,0.16147919397262855,0.09979635319593871
Calumet Park,030200000,10000,13245291.23,33265842,99887296,60658686.7060991,3557793.6100067873,40567788.08500278,104784268.40110867,12511460.72,733830.51,8367511.970412673,20603029.07,13245291.23,3234,0.20626,101226474.79110187,0.12359870029870682,0.08266129970129318
Chicago,030210000,10000,7484923714.509997,40518891617,121666077734,93646304039.62482,17460601328.86336,10854077368.39478,121960982736.883,6303569332.179997,1181354382.33,728328489.494374,8193449069.319997,7484923714.509997,882760,0.06731252660556418,104500381408.01959,0.06032101746660465,0.006991509138959531
Chicago Heights,030220000,10000,68554697.77,146962533,441177222,306567661.31394637,14020409.287137616,134157822.16636518,454745892.76744914,65249292.29,3305405.48,28099977.09342189,93633743.22,68554697.77,14143,0.21283814480086416,440725483.4803115,0.14804973784302372,0.06478840695784044
Chicago Ridge,030230000,10000,39090251.91,126233654,379041703,295885347.11201906,16789744.15337268,68697040.31816308,381372131.5835548,36893893.67,2196358.24,8578766.331563693,47378480.94,39090251.91,4680,0.12468983013218415,364582387.43018216,0.10119494232854355,0.023494887803640604
Cicero,020060000,10000,115712336.66,360396204,1082161644,644197281.7890929,160702110.67056206,281715868.31359226,1086615260.7732472,92609801.23,23102535.43,40499473.22876202,155572397.88,115712336.66,17296,0.14376000000000003,925913150.1026852,0.10001996539279027,0.04374003460720975
Country Club Hills,030240000,10000,52268733.17,103269775,309985717,160051986.64302853,53432561.89063275,103299287.33453485,316783835.86819613,39373793.86,12894939.31,25594729.153649114,76151244.92,52268733.17,6404,0.24600628012082865,263351273.97756338,0.14951055016864856,0.09649572995218009
Countryside,030250000,10000,26454196.45,124446315,373674927,326103252.12551004,8300179.067460317,40333831.58250187,374737262.7754722,25784870.01,669326.4400000001,3173297.9523744322,29541757.14,26454196.45,2731,0.0790696500017607,366437083.7080119,0.07036643166428581,0.00870321833747488
Crestwood,030260000,10000,36223951.28,139843415,419903773,314502270.6910557,16424787.045252886,93227292.47086114,424154350.2071697,34372877.78,1851073.5,10215507.245660478,45987525.64,36223951.28,6202,0.10929293993481348,407729563.16191685,0.08430312855766582,0.02498981137714766
Deer Park,030270000,10000,52024.1,213918,642330,482329.8720563694,0,159999.99579077912,642329.8678471484,52024.1,0,17257.599545993435,69281.7,52024.1,17,0.10786,642329.8678471486,0.08099280853055375,0.026867191469446244
Deerfield,030280000,10000,15897800.65,60140188,180582942,180582918.91742384,0,0,180582918.91742384,15897800.65,0,0,15897800.65,15897800.65,67,0.08803601550637065,180582918.91742384,0.08803601550637065,0
Des Plaines,030290000,10000,208950270.7,831496724,2496735173,2028035316.2862616,45011664.92033443,426146384.2284443,2499193365.43504,204613333.7,4336937,42867189.07579334,251571627.13,208950270.7,24162,0.1008923917926084,2454181700.5147057,0.08337334340692348,0.01751904838568491
Dixmoor,030300000,10000,6799316.22,15342041,46067500,30591938.91925396,7720543.303093481,11607625.056562671,49920107.278910115,5429151.4,1370164.82,2060005.2187881772,8175622.12,6799316.22,2116,0.17747,42199563.97581663,0.1286542060745294,0.048815793925470585
Dolton,030310000,10000,45906696.38,101921188,306038718,177134079.9058735,7835182.047201364,133460803.55000179,318430065.5030767,44049504.1,1857192.28,33266266.676116392,75974238.23,45906696.38,9404,0.24867887717263257,310594883.4558753,0.14182301913630171,0.10685585803633085
East Dundee,030320000,10000,433352.81999999995,1612361,4841436,1287935.537928723,3553454.474360407,0,4841390.01228913,115283.11000000002,318069.71,0,433352.82,433352.82,2,0.08951,1287935.537928723,0.08951,0
East Hazelcrest,030330000,10000,4159498.93,8690225,26094149,18323012.456519693,1229017.8621791857,7412036.790530144,26964067.109229024,3898037.67,261461.26,1576836.706817383,5551285.65,4159498.93,665,0.21274,25735049.24704984,0.15146804781991452,0.06127195218008549
Elgin,030340000,10000,46441534.63,173944186,522287515,394661421.8370586,8314873.865405533,120398717.8087002,523375013.5111643,45461812.07,979722.56,13817264.913123129,60134104.89,46441534.63,7834,0.11519193302042462,515060139.6457588,0.08826505600155182,0.026926877018872794
Elk Grove Village,030350000,10000,220569981.38,856766322,2572612371,1972132125.0521326,364866645.57090586,237174414.02384478,2574173184.6468835,186795967.21,33774014.17,23121698.44342287,243546223.31,220569981.38,14010,0.09471777516177428,2209306539.0759773,0.084549592329603,0.010168182832171274
Elmwood Park,030370000,10000,53713983.51,191953956,576380157,424903793.188904,4498904.948437125,149548652.7809867,578951350.9183278,53151215.49,562768.02,18707040.976373628,72100122.83,53713983.51,8422,0.12509,574452445.9698907,0.09252500509465297,0.03256499490534703
Evanston,030380000,10000,278119949.01,1164593021,3496923555,3078904114.5532513,46599935.47075489,373389035.9776172,3498893086.0016236,273968233.61,4151715.4,33146975.7107678,311092152.38,278119949.01,24791,0.0889823857505068,3452293150.5308685,0.07935833420399747,0.009624051546509332
Evergreen Park,030390000,10000,51929560.18,181383976,544641676,385898916.55733746,15357932.767829094,144502169.43405017,545759018.7592167,49974188.18,1955372,18398016.212343268,70186113.36,51929560.18,8935,0.12950072165485013,530401085.9913876,0.09421961888820767,0.035281102766642466
Flossmoor,030400000,10000,36745078.32,91794463,275631220,205108416.08038694,0,71574409.64034854,276682825.7207355,36745078.32,0,12835832.111002829,49392359.48,36745078.32,4186,0.17914953965418326,276682825.7207355,0.13280577941287885,0.046343760241304405
Ford Heights,030410000,10000,4035081.66,6306876,18764306,14730609.91880568,1514364.7126149004,5237416.59465777,21482391.22607835,3611680.43,423401.23,1459917.0755126614,4736826.43,4035081.66,1959,0.2451820019610448,19968026.51346345,0.18087317880737105,0.06430882315367376
Forest Park,030420000,10000,44264357.9,155986053,468379306,372124350.1595436,21210420.885517728,76495423.72692773,469830194.77198905,41859520.38,2404837.52,8673051.142159065,52773135.19,44264357.9,5964,0.1124879905387897,448619773.8864713,0.09330734581171865,0.019180644727071053
Forestview,030430000,10000,8843697.15,25662593,77057066,71272434.82936077,0,5811215.66816851,77083650.49752928,8843697.15,0,770799.6462258712,9610972.54,8843697.15,468,0.12408299465527489,77083650.49752928,0.11472857205022305,0.009354422605051843
Frankfort,030440000,10000,2647.31,31486,31486,31474.378789680184,0,0,31474.378789680184,2647.31,0,0,2647.31,2647.31,1,0.08410999999999999,31474.378789680184,0.08410999999999999,0
Franklin Park,030450000,10000,105189537.8,307696797,923921202,770310567.3621218,44665299.41287027,109579362.73474643,924555229.5097384,99480219.45,5709318.35,14194476.662302623,119301217.24,105189537.8,7860,0.12914300240052984,879889930.0968683,0.11305984538207875,0.01608315701845109
Glencoe,030460000,10000,83612142.36,311355591,934907470,877615851.3626745,0,57299636.19437997,934915487.5570545,83612142.36,0,5465655.743778684,89077187.29,83612142.36,3756,0.09527191450584603,934915487.5570544,0.08943283480999929,0.005839079695846738
Glenview,030470000,10000,248696624.51,1102299495,3309874666,2940494823.9689493,28799578.064516123,340952005.5021611,3310246407.535627,246018263.75,2678360.76,28536216.16399196,277202194.07,248696624.51,18265,0.08366560000195324,3281446829.4711103,0.07497249735710396,0.00869310264484928
Glenwood,030480000,10000,18429291.47,52035728,156123771,80840717.65390539,19218658.166525066,59509614.78777557,159568990.60820603,14990362.89,3438928.58,11188874.239925385,28964014.64,18429291.47,3913,0.18543084877322116,140350332.44168097,0.10680675014595258,0.07862409862726859
Golf,030490000,10000,3707549.31,14240077,42758673,39437818.42357196,0,3320892.568407477,42758710.99197944,3707549.31,0,312197.1103559869,4019746.16,3707549.31,204,0.09401000000000001,42758710.991979435,0.08670863138730847,0.007301368612691539
Hanover Park,030500000,10000,31510591.04,115546226,346947417,241191120.10581383,16919897.520482812,89166819.11767259,347277836.7439692,29417643.91,2092947.1300000001,10794164.617940573,42265286.61,31510591.04,5406,0.12196818812025119,330357939.2234864,0.08904778852642929,0.0329203995938219
Harvey,030510000,10000,53567810.05,85170624,255741658,187266855.8747477,9014216.57664368,90169328.10729878,286450400.55869013,51120466.46,2447343.59,24251298.560397543,69529712.44,53567810.05,14345,0.272981923155647,277436183.9820465,0.18426027105140735,0.08872165210423966
Harwood Heights,030520000,10000,22746054.91,103009529,309306650,253106345.9733572,0,56326628.81982285,309432974.79318005,22746054.91,0,5062451.6927498635,27797278.43,22746054.91,2907,0.08986758045329422,309432974.79318005,0.07350882666982435,0.016358753783469876
Hazelcrest,030530000,10000,27313889.88,62656811,188115006,110530975.5844768,1928473.1420954345,84660398.37267669,197119847.09924892,26840922.93,472966.95,20605446.144000933,45612167.91,27313889.88,6149,0.24283620757048302,195191373.9571535,0.13751080483654907,0.10532540273393395
Hickory Hills,030540000,10000,32803641.26,120662795,362314140,270501891.62125564,1388861.1688419653,91180288.53661135,363071041.326709,32636575.15,167066.11000000002,10945727.230848163,43658627.86,32803641.26,5166,0.12065192947225759,361682180.15786695,0.09023550769284457,0.03041642177941302
Hillside,030550000,10000,33762312.03,102161988,306761812,224706463.71660125,31688121.80509751,51265002.37849788,307659587.9001967,29878415.84,3883896.19,7218862.761188663,40850554.03,33762312.03,3444,0.13296642804936185,275971466.09509915,0.10826632282956371,0.024700105219798138
Hinsdale,030560000,10000,15258916.58,71538147,214807606,202949902.65222934,0,11857887.208409203,214807789.86063856,15258916.58,0,889842.8009394769,16148758.58,15258916.58,992,0.0751856314321439,214807789.86063853,0.07103521054752983,0.004150420884614078
Hodgkins,030570000,10000,24187806.59,81376560,244349400,226264780.9563067,14770279.763042234,3345219.5304427887,244380280.24979174,22641949.11,1545857.48,350110.67605614226,24534686.28,24187806.59,623,0.10006837570700991,229610000.48674947,0.09861046584208617,0.001457909864923737
Hoffman Estates,030580000,10000,165742370.23,615133630,1846859328,1513355828.5935953,24082493.912695106,311637694.3686697,1849076016.87496,163190281.52,2552088.71,34752718.83296815,200247889.91,165742370.23,17833,0.10783338487661384,1824993522.962265,0.08941964969558648,0.01841373518102736
Homer Glen,030585000,10000,16656.620000000003,63637,191082,191082.02363198347,0,0,191082.02363198347,16656.620000000003,0,0,16656.620000000003,16656.620000000003,3,0.08717000000000003,191082.02363198347,0.08717000000000003,0
Hometown,030590000,10000,4332367.21,21515598,64604867,34487877.80608184,0,31102791.1920767,65590668.99815854,4332367.21,0,3907132.6295486744,8115715.22,4332367.21,1683,0.12561999999999998,65590668.998158544,0.0660515783140073,0.059568421685992676
Homewood,030600000,10000,55529255.44,156840932,470946346,329361984.8641869,7909100.528239536,138550138.825152,475821224.2175784,54144074.27,1385181.17,22622169.759519782,77343284.77,55529255.44,8544,0.1643907820519312,467912123.6893389,0.1157141940309029,0.0486765880210283
