year,clean_name,mean_fmv_all,median_fmv_all,min_fmv_all,quant25_all_fmv,quant50_all_fmv,quant75_all_fmv,max_fmv_all,mean_av_c2,muni_PC_total,muni_parcels,muni_PC_residential,muni_PC_industrial,muni_PC_commercial,muni_PC_inTIF,muni_PC_withincents,muni_PC_incents_inTIFs,muni_PC_claimed_exe,muni_fmv_incentive,muni_fmv_taxed,muni_fmv_inTIF,muni_fmv_exempt,muni_fmv_abated,muni_fmv_tif_increment,muni_fmv_abates_inTIF,muni_fmv_incents_inTIF,muni_fmv_untaxable_value,muni_fmv,muni_fmv_c2_res,muni_fmv_residential,muni_fmv_industrial,muni_fmv_indust_incent,muni_fmv_commercial,muni_fmv_commerc_incent,muni_zero_bill,muni_levy,muni_current_rate_avg,muni_min_TC_rate,muni_max_TC_rate,muni_avg_C2_bill_noexe,muni_avg_C2_bill_withexe,muni_final_tax_to_dist,muni_final_tax_to_tif,untaxable_value_av,muni_av,muni_av_taxed,muni_av_taxed_commerc,muni_av_taxed_indust,muni_eav_taxed,muni_c2_taxed,muni_res_taxed,muni_eav_taxed_commerc,muni_eav_taxed_indust,exempt_allexemptions_eav,exempt_GHE_eav,exempt_SR_eav,exempt_FR_eav,exempt_LTHO_eav,exempt_DIS_eav,exempt_VET_eav,total_value_eav,untaxable_value_eav,zero_bills,has_HO_exemp,has_SR_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,muni_range_TC_rate,muni_effective_rate,muni_pct_eav_taxed,pct_fmv_taxed,pct_fmv_w_incentclass,pct_fmv_inTIF,pct_fmv_in_tif_increment,pct_fmv_untaxable_value,pct_fmv_incents_inTIFs
2010,Homewood,171479.7663864336,158195,0,112430,158195,192800,10479416,16017.881544841886,8546,7208,7779,34,304,186,17,0,6142,27946730,1213805674,33685362,237555570,0,14104713,0,0,30390627,1465466083.5384614,1235939740,1249202602,25937590,23556790,184270052,4389940,343,52297282.86063862,0.106,0.103,0.127,4333.275,4596.161,52297282.86063862,865791.3193613823,30390626.944435284,174283631,148085004.63728747,43842715.95846435,2906225.4472698765,488680515.3030486,327664785.02210104,332410615.553894,144680962.66293234,9590543.975990592,78396938,58407907,5931944,12881109,1058978,82000,35000,575135982.3,100289068.91663644,343,6087,1354,640,55,41,1,8,0,0.024,3.569,0.107,0.828,0.019,0.023,0.01,0.021,0
2010,Indian Head Park,275932.9774477073,231590,0,140470,231590,369880,4210520,28324.539331135187,2258,1275,2125,8,15,0,1,0,1533,1036950,529845280,0,93210764,0,0,0,0,9476619,623056663.0769231,601329970,603653893,2314478,1036950,14546752,0,74,10988826.59,0.06,0.056,0.063,3185.752,5352.57,10988826.59,0,9476619.059403516,64749026,55427876.79178929,3636688.3929747255,423077.2077028138,182911993.41290465,167679340.75606123,168676144.3046546,12001071.696816593,1396154.7854192855,30759552,16494608,2557767,9192811,2487366,22000,5000,213671785.79999998,31272842.896031603,74,1447,642,255,86,11,0,1,0,0.007,1.764,0.06,0.85,0.002,0,0,0.015,0
2010,Inverness,556471.0065400187,550890,0,369025,550890,726105,8219420,58192.68494983278,3211,2572,2990,1,39,0,0,0,2409,0,1684984376,0,101759533,0,0,0,0,10184407,1786828402,1739961280,1739961280,129496,0,27804076,0,90,37069499,0.066,0.052,0.078,9471.183,12213.428,37069499,0,10184407.156235894,182872876,172688473.24555394,6951018.716153673,32373.95063882588,569871961.710328,540578779.4733843,540578779.4733843,22938361.763307117,106834.0371081254,33580646,23350806,2436000,4549468,3202372,22000,20000,603480490.8,33608543.61557845,90,2307,609,79,102,11,0,4,0,0.026,2.075,0.065,0.943,0,0,0,0.006,0
2010,Justice,241493.3660493261,212490,0,167570,212490,276765,12591460,23591.197244623654,3356,2665,3013,20,70,337,0,0,2437,0,608509879,61680260,157193691,0,43219110,0,0,20060503,810451736.4615384,702074030,736288868,9893916,0,29508172,0,174,16994890.95454735,0.076,0.073,0.087,5621.11,4358.401,16994890.95454735,1145969.3654526516,20060502.853122044,87981932,67752783.52186042,7345007.289709764,2473478.4624177744,223584185.62213936,165618096.22233596,180071165.9871659,24238524.05604222,8162478.925978654,51873918,27550595,1768000,11618286,10786298,106000,44739,290340375.59999996,66199659.415302746,174,2047,449,271,389,53,0,5,0,0.014,2.097,0.076,0.751,0,0.076,0.053,0.025,0
2010,Kenilworth,1078244.6876572387,958840,0,560580,958840,1576370,4998320,116427.07282608695,1009,993,922,0,33,0,0,0,703,0,1050176930,0,37772124,0,0,0,0,3777212,1087948889.8461537,1071129070,1074201524,0,0,12462776,0,49,22652201.73,0.064,0.064,0.066,19949.1,24967.855,22652201.73,0,3777212.4242424243,110756479,106979283.33394156,3115694.568520961,0,353031635.0020071,341007844.95365274,342325927.9360268,10281792.07611917,0,12464801,9019087,480000,1059356,1900358,6000,0,365496380.7,12464801,49,680,121,6,23,3,0,0,0,0.002,2.082,0.064,0.965,0,0,0,0.003,0
2010,La Grange,370731.4946075494,365520,0,160860,365520,530742,6882752,39000.6936026936,6676,5530,5977,68,282,0,0,0,4460,0,2160832229,0,314259836,0,0,0,0,31425984,2475003458,2316641200,2338168400,27570320,0,104994288,0,278,52429480.88,0.067,0.064,0.069,4800.397,8342.024,52429480.88,0,31425983.636363637,268030853,236613732.6744095,26248574.63749672,6892581.460724615,780825317.8255514,660815218.2122054,670050388.1030855,86620296.30373918,22745518.820391227,103705746,58583995,3696800,20089983,21192802,46000,96166,884501814.9,103705746,278,3911,960,326,548,25,1,8,0,0.005,2.118,0.067,0.873,0,0,0,0.013,0
2010,La Grange Park,317658.76601141406,303260,0,262240,303260,383440,16659610,32547.56634527089,4731,4511,4389,8,98,0,0,0,3631,0,1242822772,0,260321291,0,0,0,0,26032129,1502843622,1417771990,1451332590,10937460,0,31780732,0,189,29765811.05,0.069,0.064,0.082,5670.423,6092.034,29765811.05,0,26032129.090909094,157698909,131696824.29555833,7945183.378811646,2734364.853848634,434599520.17534244,382057969.8025697,396455468.82703316,26219105.15007843,9023404.017700491,85906026,48082488,3915200,22252459,11479880,48000,127999,520406399.7,85906026,189,3199,921,375,429,25,0,5,0,0.018,1.981,0.068,0.827,0,0,0,0.017,0
2010,Lansing,139437.961426835,128790,0,75958,128790,160605,11800470,13312.88281838734,12404,11351,10695,181,612,1294,29,19,8468,22137360,1362101160,168762782,296963038,0,70509892,0,5089060,42560775,1729588473.5384614,1413295640,1437979502,61350884,11682360,196803968,10455000,490,62521290.34912517,0.112,0.095,0.124,4217.736,3771.286,62521290.34912517,3755596.8108748337,42560775.080583476,209101987,169373207.66108656,44824141.48783906,11114471.485494668,558931585.2815856,353187207.0688681,363635789.2214433,147919666.9098689,36677755.90213241,98021256,64963334,8008005,24613563,138039,184000,114315,690036557.0999999,140450557.76592547,490,8460,2126,1325,7,99,0,24,0,0.029,3.615,0.112,0.788,0.013,0.098,0.041,0.025,0.003
2010,Lemont,319628.83987079933,308010,0,187000,308010,425730,10252364,35762.714157060516,6954,6729,5583,53,219,439,0,0,4501,0,1895236541,68650343,282333321,0,44934186,0,0,34503166,2222698952.4615383,1985545890,1992492728,24344308,0,137481436,0,504,42140266.03364693,0.06,0.057,0.101,5112.002,6295.268,42140266.03364693,1275332.216353072,34503166.12788223,246752162,212239142.58080867,31980044.62476837,5657439.963957055,700389170.5166686,552196114.1747944,554097982.1071489,105534147.26173562,18669551.88105828,93169996,58353808,3744000,16818417,14156771,62000,35000,814282134.5999999,113860448.22201136,504,3973,941,342,528,31,0,8,0,0.044,1.896,0.06,0.853,0,0.031,0.02,0.016,0
2010,Lincolnwood,367128.1060812543,306440,0,190660,306440,402820,49505900,34246.21454112038,5701,5291,5037,113,329,101,1,1,4053,871880,1878795482,90311846,172997423,0,40890370,0,871880,27438543,2092997332.7692308,1723954440,1723964471,86578344,871880,274780428,0,166,55344900.26419528,0.071,0.071,0.071,7266.338,7220.522,55344900.26419528,2320982.175804719,27438542.905659772,263373068,235981172.05911064,64666945.05514359,15553959.501373414,778737867.795065,512074021.8094835,512078325.87589693,213400918.68197381,51328066.354532264,57631936,31170297,4608160,17474805,4246666,90000,42008,869131124.4,90547191.58867726,166,3882,1305,394,169,49,1,3,0,0,2.644,0.071,0.898,0,0.043,0.02,0.013,0
2010,Lynwood,166038.91168091167,160400,0,64030,160400,210380,8359984,17981.494907582044,3429,3071,2663,39,67,10,9,2,1932,12678110,504660691,3468258,61148342,0,2078827,0,807440,8395304,569347428.1538461,476689430,493604676,21527660,10423200,30256402,2254910,132,16877959.260633517,0.091,0.084,0.146,4128.713,4880.695,16877959.260633517,81224.51936648124,8395303.90231403,63308093,56774024.67885848,7216378.326791475,3816617.268478668,187354281.440233,136620782.08465853,143039266.90067986,23814048.478411864,12594836.985979604,20198153,15666943,1240000,2862946,334264,54000,40000,208916706.89999998,27704502.8776363,132,1916,312,141,16,27,0,8,0,0.063,2.964,0.09,0.886,0.022,0.006,0.004,0.015,0.001
2010,Lyons,192502.44500271845,200350,0,125767,200350,228570,9857096,18898.559782608696,4103,3521,3558,114,208,224,2,0,2486,480860,618469502,31772260,151151300,0,20017079,0,0,18549663,789837531.8461539,660693650,682478304,43295720,480860,52865468,0,198,20405634.920247547,0.082,0.082,0.097,3684.529,4040.526,20405634.920247547,907463.6197524543,18549662.511593584,93989342,75488671.08607498,11676735.340234865,10023614.54669171,249112614.58404744,165605956.74866164,174906141.44490904,38533226.622775055,33077928.00408264,49883529,28967785,2115590,12139795,6560359,80000,20000,310164828.59999996,61213886.28825882,198,2198,544,317,288,40,0,5,0,0.016,2.584,0.082,0.783,0.001,0.04,0.025,0.023,0
2010,Markham,65986.29383387422,53570,0,0,53570,95700,12353372,9117.461724266072,9647,9634,5384,132,236,598,22,13,3469,32483010,442816666,61026954,150752073,0,43020029,0,19934690,25224540,636569776.6153846,490701790,490778675,54387630,26650650,58949612,5832360,2639,22724828.936123297,0.129,0.118,0.153,3364.04,2370.405,22724828.936123297,3415395.3238767036,25224540.051997576,75787419,52981416.81905264,9836756.198812883,6269184.884531819,174838675.5028737,111792411.85988778,111825395.82639912,32461295.456082515,20688310.118955,49758984,33694776,3180316,11124910,1593767,98000,67215,250098482.7,83240982.171592,2639,3391,912,608,75,55,1,17,0,0.035,3.57,0.13,0.696,0.051,0.096,0.068,0.04,0.031
2010,Matteson,214525.19936688826,163270,0,122352,163270,228460,32476150,18644.49063609945,7290,6680,6215,15,189,319,10,2,4819,71770450,1361461835,111365024,142729903,0,56362330,0,7667910,35361324,1563888703.3846154,1154839750,1170306565,54394728,34902280,264667210,36868170,350,60126818.0404929,0.108,0.103,0.116,5420.885,5900.272,60126818.0404929,3830498.8095070967,35361323.75056621,193946598,168570778.68644607,52606369.915214,7648229.83517091,556283569.665272,328086034.191585,334721298.4399196,173601020.7202062,25239158.456064,47106868,37335756,3110681,6167231,167471,146000,179729,640023773.4,116692368.37686849,350,4810,782,347,8,73,2,37,0,0.013,3.845,0.108,0.871,0.046,0.071,0.036,0.023,0.005
2010,Maywood,149522.11570887902,165510,0,118040,165510,184285,9060956,16010.205015863423,7947,7794,6690,116,302,2203,13,13,4575,12095470,741471130,317447221,302712321,0,144139235,0,12095470,50723940,1188252253.5384614,1059715470,1080369332,39407404,11525280,56486318,570190,608,31815420.52978104,0.118,0.118,0.125,5239.425,4092.157,31815420.52978104,7727976.240218959,50723940.10826624,132014579,81842224.52989925,7961690.484925742,4555620.301544663,270079340.9486675,220521807.2049848,226278141.44522095,26273578.60025495,15033546.995097386,99905866,55053247,4945498,28623213,11026763,174000,83145,435648110.7,167389002.3572786,608,4104,1260,811,470,91,0,14,0,0.008,2.677,0.118,0.624,0.01,0.267,0.121,0.043,0.01
2010,Mc Cook,788984.9385474861,199355,0,31702,199355,439662,16608970,25961.345679012345,358,344,81,119,38,50,31,9,57,127859840,209763206,109596170,5434227,2378648,67258930,0,79412250,20332786,282456608,21028690,21028690,222701520,127859840,10300368,0,51,10129789.286639191,0.089,0.08,0.093,7256.968,5381.462,10129789.286639191,2340723.963360808,20332785.932255045,44016968,35546630.56088348,1938572.144887821,29857151.52784685,117303880.85091548,5146180.73836276,5146180.73836276,6397288.078129809,98528600.0418946,3755680,632932,88000,703215,369148,0,0,145255994.39999998,67098193.57644164,51,46,22,11,11,0,0,0,6,0.014,3.586,0.086,0.743,0.453,0.388,0.238,0.072,0.281
2010,Melrose Park,285630.15013460105,228660,0,138900,228660,301375,16565200,22853.244239631338,6715,6347,5333,453,362,1295,50,10,3591,86933960,1520302076,312052694,259950834,0,137754331,0,37140880,59465938,1918006458.1538463,1190196960,1246946906,418416512,86933960,230974020,0,358,58209036.11008153,0.072,0.066,0.091,4177.865,4157.246,58209036.11008153,5632368.729918472,59465938.10413361,277871630,228453116.4965867,49982114.42498433,81463632.58698654,753895284.4387361,292852134.6207041,315366007.5316265,164940977.60244828,268829987.53705555,85785160,43104399,3476400,26045636,13065725,88000,5000,916976379,196237595.7436409,358,3117,902,528,474,45,0,1,0,0.025,3.035,0.077,0.793,0.045,0.163,0.072,0.031,0.019
2010,Merrionette Park,205815.17243783406,160770,0,152982,160770,172510,7987732,15002.295081967213,662,562,625,7,17,0,0,0,491,0,107969804,0,28276767,0,0,0,0,2827677,136249644.15384614,91514000,101723846,3194964,0,30979524,0,13,4276540.94,0.08,0.08,0.08,2738.168,2729.959,4276540.94,0,2827676.666666667,19057433,16229448.92886283,7744881.235650177,798740.9347071213,53557181.46524733,20867274.264245458,25247296.43080776,25558108.07764558,2635845.0845335005,9331333,5878995,418593,1803938,1215807,14000,0,62889528.9,9331333,13,429,105,68,62,7,0,0,0,0,3.139,0.08,0.792,0,0,0,0.021,0
2010,Midlothian,152459.09969780684,156280,0,120795,156280,177850,3724436,16213.923351158644,5931,5478,5097,16,271,26,8,6,4043,6278320,711906371,18356510,192329176,0,0,0,4648020,20174829,904234920.3076923,818640990,829017382,3247296,0,63702432,6278320,376,24575837.08,0.092,0.088,0.092,4133.264,3694.755,24575837.08,0,20174828.967243332,99835495,80602479.40540454,14983591.71355188,811824.604867754,265988182.03783497,206683483.4676897,211134954.21408045,49445852.6547212,2679021.1960635884,63469168,45880454,3087114,11216860,3182240,70000,32500,329457133.5,66576935.591902986,376,3881,781,425,162,35,0,8,0,0.004,2.718,0.092,0.787,0.007,0.02,0,0.022,0.005
2010,Morton Grove,276068.2035384032,259355,0,166940,259355,313772,15557864,25991.06292203806,10548,8906,9777,98,357,641,0,0,8108,0,2390788462,151468992,425512008,0,94948411,0,0,55268342,2911967410.923077,2540366490,2542393467,137000740,0,215254184,0,218,73522942.39647537,0.079,0.066,0.096,5564.088,5542.662,73522942.39647537,3301598.5035246215,55268341.62228542,344095789,288755594.75447726,49172213.68042283,33551664.743885767,952893462.6897749,673928799.9052945,674535427.9166467,162268305.1453953,110720493.65482302,140447008,73802877,9621009,42845278,13939762,185340,52742,1135516103.7,182385527.35354185,218,7463,2618,1076,643,101,0,9,0,0.03,2.525,0.077,0.821,0,0.052,0.033,0.019,0
2010,Mt Prospect,299653.4851417898,279740,0,195600,279740,333060,26670290,27055.514989171323,18573,14625,17606,112,410,822,19,0,14583,80611140,4716186005,128807924,759020155,0,89822480,0,0,98864303,5565464179.538462,4747160660,4892586122,220527824,80611140,403656844,0,400,137241489.32000634,0.075,0.069,0.088,5182.856,5702.195,137241489.32000634,2650658.6099936725,98864303.27634093,642445211,555628498.1668499,97869118.92899023,42959813.87580384,1833574043.9506044,1290688561.269895,1352882212.50559,322968092.4656677,141767385.79015267,250476651,140893290,17382827,69714369,22093651,302000,90514,2120069196.3,326252200.81192505,400,13653,4359,1696,928,151,1,13,0,0.019,2.466,0.075,0.847,0.014,0.023,0.016,0.018,0
2010,Niles,330882.27933055814,268800,0,203780,268800,322285,29871588,26927.91098006178,11771,9465,10714,165,521,762,10,0,8604,85740760,3249955263,160799958,539840214,0,104529720,0,0,79507298,3894815310,2876708730,2895871830,367478924,85740760,617711756,0,301,95868996.24823378,0.064,0.06,0.077,5006.257,4511.798,95868996.24823378,2417634.421766221,79507298.13951878,524973912,458278537.75306237,151072041.68854886,78682514.87885708,1512319174.5851057,742028744.2036715,750247284.8397665,498537737.5722112,259652299.10022834,179705545,79641511,13199720,73803834,12739050,220000,101430,1732413909.6,262374083.86041194,301,8024,3349,1746,578,111,1,9,0,0.017,2.461,0.063,0.834,0.022,0.041,0.027,0.02,0
2010,Norridge,294117.62064488494,265310,0,230940,265310,297120,28505412,26892.51486611265,5747,5139,5444,22,158,0,0,0,4447,0,1413602850,0,276979621,0,0,0,0,27699053,1690293965.8461537,1456229680,1476344634,17220464,0,189616148,0,97,35797993.23,0.062,0.058,0.067,4978.769,4360.321,35797993.23,0,27699053.03030303,200658337,172987579.59725237,47404039.317974865,4303298.79739541,570859012.6709328,389256247.2530481,397877598.9476199,156433329.74931705,14200886.031404853,91406875,34747974,7145200,46208803,3083832,100000,121066,662172512.0999999,91406875,97,4321,1808,1098,124,51,0,7,0,0.01,2.118,0.063,0.836,0,0,0,0.016,0
2010,North Lake,237712.97505550476,178580,0,132671,178580,201670,44703130,17024.064479638007,4123,3553,3577,102,207,275,9,0,2845,109510920,800645452,59182622,135294524,0,44151138,0,0,39568821,980090596.1538461,601970920,614571066,258401792,109510920,98945868,0,196,36601627.92325821,0.099,0.081,0.135,4117.551,4363.3,36601627.92325821,2955443.6067417944,39568820.757639535,135562575,112420446.26901399,16590099.94387106,47657486.77677867,370987472.6877461,150926911.52178472,156332375.3697548,54747329.81477449,157269706.3633696,44647193,27801475,2662209,11282788,2763221,120000,17500,447356497.5,130577108.50021045,196,2719,593,356,126,60,0,4,0,0.054,3.735,0.099,0.817,0.112,0.06,0.045,0.04,0
2010,North Riverside,303611.249251497,240210,0,217728,240210,262678,69707332,24241.72176422094,2672,2612,2453,2,121,0,0,0,1945,0,673733170,0,137430039,0,0,0,0,13743004,811249258,588104170,600314470,7705812,0,201705356,0,79,23090988.15,0.068,0.056,0.074,5239.143,3899.409,23090988.15,0,13743003.93939394,112902910,99151045.46029565,50426341.16367567,1926453.0483993022,327198450.0189756,148696890.75642294,153931434.0079691,166406925.84012973,6357295.059717697,45351913,21910097,2571000,16273189,4542127,38000,17500,372579603,45351913,79,1741,657,361,204,21,0,5,0,0.018,2.846,0.071,0.83,0,0,0,0.017,0
2010,Northbrook,506372.82877463714,446090,0,276810,446090,561375,146765996,45820.45537381432,14655,12037,13393,235,469,7,7,0,10532,30968240,6950389583,6406768,470530612,0,0,0,0,51699686,7420893805.692307,6134900770,6137293778,347241896,30968240,878888192,0,465,165759677.34,0.058,0.049,0.076,6718.304,8390.852,165759677.34,0,51699685.88217202,921435448,874385032.9594423,219722054.4533154,82165243.68068214,2885470608.766159,1869251583.2618766,1870278184.27161,725082779.6959409,271145304.146251,155275102,99093178,12454800,31371756,12215764,88000,51604,3040736978.3999996,170608963.41116765,465,10099,3127,653,432,44,0,5,0,0.026,2.234,0.057,0.937,0.004,0.001,0,0.007,0
2010,Northfield,560010.3228863537,406260,0,206000,406260,734499,30565912,57464.799366838146,2987,2509,2529,22,131,0,0,0,1879,0,1581860025,0,90797609,0,0,0,0,9079761,1672750834.4615386,1452135480,1453944918,11200872,0,183959604,0,267,34394912.69,0.055,0.05,0.06,8920.371,10228.852,34394912.69,0,9079760.90909091,196603438,187500588.39215842,45966952.50776446,2800218.8250806583,618751941.6941228,449241103.90041584,450017352.8055253,151690943.2756227,9240722.122766173,29963211,19181728,2130680,5300942,3329861,20000,0,648791345.4,29963211,267,1778,550,99,101,11,0,0,0,0.009,2.056,0.056,0.946,0,0,0,0.005,0
2010,Oak Brook,170007.33333333334,44500,60,27220,44500,345790,420500,25853.666666666668,15,15,9,0,0,0,0,0,4,0,2337934,0,212121,0,0,0,0,21212,2550110,2326830,2326830,0,0,0,0,1,39322.15,0.05,0.047,0.051,2516.53,5759.122,39322.15,0,21212.121212121212,255011,233793.42640082008,0,0,771518.3071227062,697855.3217955926,697855.3217955926,0,0,70000,66000,4000,0,0,0,0,841536.2999999999,70000,1,4,1,0,0,0,0,0,0,0.005,1.542,0.051,0.917,0,0,0,0.008,0
2010,Oak Forest,197505.80874614668,204565,0,150428,204565,231908,5566808,19992.87026133664,10730,8824,9862,67,365,330,26,1,8201,13389250,1647220117,62395152,448142306,0,23806075,0,815650,51039842,2119237327.8461537,1935509770,1962840124,25843410,9863490,111782884,3525760,242,55524575.36522211,0.092,0.084,0.099,4094.203,4767.314,55524575.36522211,1376263.3947778926,51039841.63610234,231379200,182273268.16406426,24413248.817933045,4919310.747558573,601501784.941412,488488259.63850975,498889625.0747102,80563721.09917904,16233725.46694329,147890561,99767374,6985641,26424054,14483992,182000,47500,763551360,168431477.39913774,242,7483,1755,829,718,91,1,11,0,0.016,2.62,0.092,0.777,0.006,0.029,0.011,0.024,0
2010,Oak Lawn,196801.0967721017,198420,0,109010,198420,254980,14564336,19165.404815276048,26097,19971,24189,75,1012,520,4,0,19048,3393400,3895904493,88762618,1192815982,0,47473581,0,0,127214486,5135918222.461538,4616946020,4665397858,27751850,1838490,425517754,1554910,663,123840051.7372243,0.082,0.077,0.087,3459.578,3978.03,123840051.7372243,2017706.0427757092,127214486.21061923,582526808,455848927.7470511,102092356.13670282,6255654.311479384,1504301461.5652688,1120415643.6608067,1141197490.2226803,336904775.25111926,20643659.227881964,393631709,205492710,22098123,113985412,51332111,458000,265353,1922338466.3999999,419807804.4950434,663,16701,5889,3299,2343,247,3,41,0,0.01,2.411,0.082,0.759,0.001,0.017,0.009,0.025,0
2010,Oak Park,332989.4209375799,329460,0,168850,329460,439960,14485123.076923076,33349.022347015576,18967,13549,17553,38,660,928,1,1,13360,871800,5262858673,306115790,844005427,0,208946812,0,871800,120936958,6315810346.923077,5760376630,6010793907,11031232,0,273005308,871800,718,163794647.20753706,0.088,0.088,0.097,6245.73,8912.336,163794647.20753706,11079756.04246295,120936957.97054593,681568264,560655739.2838132,43494542.32593984,2573378.713356373,1850163939.6365836,1595906457.2761123,1692272406.9198868,143531989.67560145,8492149.75407603,278526314,174031063,9953429,47602110,46703712,156000,80000,2249175271.2,399091961.30280155,718,11980,2156,695,1379,78,1,20,0,0.008,2.593,0.089,0.833,0,0.048,0.033,0.019,0
2010,Olympia Fields,261646.15789473685,238485,0,187430,238485,291698,14814490,27350.751479289942,2242,2196,1859,0,79,15,0,0,1467,0,542289050,6444124,44306439,0,0,0,0,4443058,586610686,508450470,508450470,0,0,67842976,0,105,22177021.4,0.104,0.097,0.108,9696.867,8264.959,22177021.4,0,4443057.657690343,68837515,64405351.011765815,16960743.42094431,0,212537658.3388272,153162684.28378054,153162684.28378054,55970453.28911622,0,14621125,10442300,1800000,2178919,37881,56000,106025,227163799.5,14662090.270378131,105,1464,453,101,2,28,0,16,0,0.011,3.781,0.104,0.924,0,0.011,0,0.008,0
2010,Orland Hills,257481.33540925267,239165,0,183870,239165,285765,9152020,24141.128,2248,2098,2125,2,27,0,0,0,1854,0,471875593,0,106792900,0,0,0,0,10680587,578818042,512998970,512998970,1532844,0,49580568,0,53,13321713.89,0.076,0.058,0.079,4862.388,4774.293,13321713.89,0,10680587.201983081,65548816,54853480.58627119,12393324.633109197,383210.9077084366,181016485.93469492,134001053.14273772,134001053.14273772,40897971.28926035,1264595.9954378407,35245257,24117041,744000,3020116,7306100,48000,10000,216311092.79999998,35245937.76654416,53,1536,186,80,318,24,1,1,0,0.021,2.302,0.074,0.815,0,0,0,0.018,0
2010,Orland Park,321141.3570248453,287305,0,181810,287305,370208,132035256,30133.527033718994,24490,18485,22266,61,754,17,17,0,18850,25646150,6723656233,8242312,1138459542,0,0,0,0,117916097,7864751833.538462,6693560360,6710565722,58680970,25646150,1025573492,0,986,194668892.3,0.071,0.062,0.086,4625.357,6044.588,194668892.3,0,117916096.60465279,945776591,831649662.880833,256364425.2118263,10823321.516320448,2744443887.5067487,1832353051.1654727,1839648347.7305055,846002603.1990267,35716961.00385748,375697649,223988136,23001000,81000344,47035832,446000,226337,3121062750.2999997,389123118.7953542,986,16955,5763,2385,1895,223,2,40,0,0.024,2.475,0.071,0.855,0.003,0.001,0,0.015,0
2010,Palatine,257033.41028393738,223420,0,107430,223420,320810,40772500,24465.06876870884,27013,16865,25152,132,556,1229,2,0,18948,3917560,5849090246,433701751,807563012,0,285230400,0,0,128331438,6943243512,6129722980,6272910280,97219756,3917560,507596236,0,821,168167253.2403207,0.078,0.072,0.099,4284.635,5769.081,168167253.2403207,11886074.87967928,128331438.29654062,788754735,660874783.373389,96554124.75801769,23334170.001634303,2180886785.1321836,1703617231.349604,1764647279.4172196,318628611.7014584,77002761.0053932,266495794,183183847,14200426,43487129,25257392,272000,95000,2602890625.5,423493746.378584,821,17967,3565,1237,981,138,1,21,0,0.027,2.422,0.077,0.842,0.001,0.062,0.041,0.018,0
2010,Palos Heights,316738.75838686654,302160,0,228570,302160,361102,7589976,31614.415946582874,5604,4109,5092,2,232,15,0,0,4439,0,1490542153,5077660,284372333,0,75159,0,0,28456023,1775004002,1609806060,1609806060,557648,0,154136064,0,233,39699879.3201318,0.07,0.061,0.094,6256.85,5978.868,39699879.3201318,4127.739868200884,28456023.032343265,200704457,172246997.87377125,38515225.4973988,139412.12760998614,568415092.9834452,437388622.5723956,437388622.5723956,127100244.14141604,460060.02111295424,93842870,53244204,7028000,22600236,10878430,72000,20000,662324708.1,93904876.00673278,233,4044,1761,559,395,36,0,4,0,0.033,2.237,0.07,0.84,0,0.003,0,0.016,0
2010,Palos Hills,209183.7854317829,190360,0,132080,190360,285780,14656415.384615384,20557.76461870116,7877,4684,7434,12,187,0,0,0,5600,0,1298947607,0,348870964,0,0,0,0,34888187,1647740677.8461537,1525797290,1545249544,7982000,0,77058464,0,155,34796730.95,0.072,0.056,0.081,2838.509,4200.172,34796730.95,0,34888187.27272727,178113705,143233307.72910362,19262799.378390398,1995499.6378219428,472669915.5060419,388413845.300326,396758862.4730778,63567237.948688306,6585148.804812411,115131018,61557141,6611200,30485632,16240893,178000,58152,587775226.5,115131018,155,4931,1666,867,668,91,0,9,0,0.025,2.112,0.074,0.788,0,0,0,0.021,0
2010,Palos Park,409077.74242424243,371885,0,249855,371885,492698,9830124,43382.69153515065,2376,2159,2091,5,48,0,0,0,1702,0,855524295,0,116144667,0,0,0,0,11617436,971968716,907132080,907132080,2290908,0,36365148,0,123,18062716.38,0.06,0.054,0.062,6008.286,7813.128,18062716.38,0,11617436.447865428,102995280,91350837.66600569,9091286.35549152,572727.2727272727,301457764.2978187,260930720.9045822,260930720.9045822,30001244.973122016,1889999.9999999998,38327740,21521544,2378000,9526719,4871477,30000,0,339884424,38337540.27795591,123,1536,600,182,166,15,0,0,0,0.008,1.858,0.06,0.88,0,0,0,0.012,0
2010,Park Forest,103070.97809190654,99800,0,67240,99800,126730,4171900,11205.426768145535,6443,5436,6023,31,75,113,8,0,3868,2203070,513656849,26455782,132861248,0,17568668,0,0,16563205,664086311.8461539,603636340,626477694,10342374,2028910,23843384,174160,238,31333297.62944516,0.172,0.142,0.181,5285.421,4729.322,31333297.62944516,1736678.890554839,16563205.315339576,71891275,55658583.774215855,4081266.311386382,2281257.2779531493,183673326.4549123,152951331.68903208,161639566.91062984,13468178.827575061,7528149.017245392,43844212,32624868,4659549,6358273,47022,122000,32500,237241207.5,54658577.5406206,238,3865,870,436,2,61,0,7,0,0.039,4.718,0.171,0.773,0.003,0.04,0.026,0.025,0
